Text,Category
பள்ளிகளில் சிறந்த மதிய உணவு வழங்க கேரளாவுக்கு மத்திய அரசு மேலும் ரூ13 கோடி ஒதுக்கீடு' என பொய்ப் பிரச்சாரம்,Clickbait
இந்த காணொளியில் ஏபிவிபி தொண்டர்கள் கொடிகளை பிடித்தபடி உள்ளனர்,Misleading
காணொளியில் பிரதமர் தனது தனிப்பட்ட செயலாளரின் மகனின் திருமணத்தில் கலந்து கொள்ளவில்லை என்பதே உண்மை,Clickbait
இந்தியாவிலேயே சிறந்த எம்எல்ஏவாக ஷாபி பரம்பில் தேர்வு செய்யப்பட்டார்,Clickbait
அந்த வீடியோவில் மானை சுடும் நபர் பாஜக எம்எல்ஏ அனில் உபாத்யாய்,Misleading
ஊரக வேலை உறுதி திட்டத்தை தொடர முடியாது என்று மையம் கூறியதா,Misleading
கொல்லம் திருக்காவடி கல்லூரி மாணவர் சங்கத் தேர்தலில் ஏபிவிபி வெற்றி பெற்றதாக வெளியான செய்தியில் உள்ள உண்மை,Clickbait
கேரளாவில் பாலங்களின் ஓரத்தில் காணப்பட்டது என்ற பெயரில் பரவி வரும் இந்த திமிங்கலத்தின் வீடியோவில் உள்ள உண்மை என்ன,Clickbait
உலக வங்கி செயலாளர் படத்தில் காணப்படுகிறாரா,Misleading
இந்த படம் ஹைதராபாத்தில் நடந்த என்கவுண்டரில் இல்லை,Clickbait
உன்னாவ் சிறுமி விபத்தில் இறந்த செய்தி உண்மையா,Clickbait
வைரலான வீடியோவில் மாணவியை டெல்லி போலீசார் அடிக்கிறதா,Misleading
ப்ளஸ் டூ தேர்வில் அனைத்து பாடங்களிலும் ஏ பிளஸ் வாங்கிய மாணவனா,Misleading
அலிகாரில் இரண்டரை வயது சிறுமி கூட்டு பலாத்காரம் செய்து கொல்லப்பட்டார்,Clickbait
சிபிஎம் மதவெறி என்ற பெயரில் பிஜெயராஜனுக்கு ஆதரவாக செயல்பாட்டாளர்கள் ஃப்ளக்ஸ் போர்டு அமைத்தார்களா,Clickbait
கர்நாடக அரசு மின்கட்டணத்தை தள்ளுபடி செய்துவிட்டதாக பரப்பப்படும் பிரச்சாரம் பொய்யானது,Clickbait
கிறிஸ்தவர்களின் கல்லறைகளில் அடக்கம் செய்யப்படும் பாரிஷனர்களின் உரிமையை உறுதி செய்யும் மசோதாவை எதிர்க்கட்சிகள் எதிர்க்கவில்லை என்பது உண்மைதான்,Misleading
அன்புடன் கையில் பிடித்த குழந்தை மோடியை இப்படி ஏளனம் செய்ததா,Misleading
இமயமலையில் காணப்படும் மகாமேரு மலர் இதுதானா,Clickbait
ரகுராம் ராஜன் பாஜகவை விமர்சித்து ட்வீட் செய்யவில்லை உண்மையை தெரிந்து கொள்ளுங்கள்,Misleading
இது குஜராத்தின் அம்ரேலி மாவட்டத்தில் ஏற்பட்ட புயலின் வீடியோவா,Clickbait
தேர்தல் தோல்விக்கு சபரிமலை விவகாரம் தான் காரணம் என்பதை வெளிப்படையாக ஒப்புக் கொண்டதா சிபிஎம்,Misleading
குடியுரிமை சட்டத்தை திரும்பப் பெற வேண்டும் என்று பாஜக எம்எல்ஏக்கள் ராஜ்நாத் சிங்கிடம் முறையிடவில்லை,Misleading
பரப்பனங்காடியில் உள்ள சிபிஎம் அலுவலகத்தில் கஞ்சா பிடிபட்டதாக இரண்டு வருட பழைய படத்துடன் போலிப் பிரச்சாரம்!,Clickbait
கொச்சியில் வெள்ளத்தால் வாக்களிக்க முடியாமல் போன வாக்காளர்களை சேவாபாரதி அமைப்பினர் வாக்குச் சாவடிக்கு அழைத்துச் செல்லும் படமா,Clickbait
மகாத்மா காந்தியை சுட்டுக் கொன்ற கோட்சேவை பிரதமர் வணங்க வேண்டுமா,Clickbait
இந்த காட்சிகள் அல்-அக்ஸா மசூதியில் இல்லை உண்மையை தெரிந்து கொள்ளுங்கள்,Misleading
குலாம் நபி ஆசாத்தின் மகள் பாஜகவில் இணைந்தார்,Misleading
காவல்துறை அதிகாரிகள் இந்தக் குழந்தையை நாக்பூரில் இருந்து கண்டுபிடித்தார்களா,Clickbait
இந்தோனேசியாவில் கொரோனா வைரஸால் இறந்த டாக்டர் ஹடியோ அலியின் படம் அல்ல,Misleading
உச்ச நீதிமன்ற நீதிபதிகள் நடத்திய செய்தியாளர் சந்திப்பு மோடிக்கு எதிரானதா,Clickbait
கடக் நாத் என்பது கோழியைப் போல் கருப்பாக இருக்கும் கோழியின் முட்டை,Misleading
பொதுவெளியில் அத்வானியை அமித் ஷா மதிக்கவில்லையா,Misleading
நேற்று சமையல் எரிவாயு விலை 146 ரூபாய் உயர்த்தப்பட்டதற்கு எதிராக சோபா சுரேந்திரன் பேசிய காட்சிகள் தவறானவை என்று பரப்புரை செய்யப்படுகிறது,Clickbait
கம்யூனிசத்துக்கு எதிராக வீணா ஜார்ஜ் கருத்து தெரிவித்ததாக ஃபேஸ்புக்கில் போலிப் பிரச்சாரம்,Biased
இந்த காணொளியானது பேரழிவை ஏற்படுத்திய ஆம்பன் புயல் அல்ல ஆனால் கடந்த ஆண்டு ஃபானி புயலின் வீடியோ,Misleading
இந்த நாகா துறவிகள் குடியுரிமை மசோதாவுக்கு ஆதரவாக ஊர்வலம் செல்லவில்லை,Clickbait
டெல்லி கலவரம் என்ற பெயரில் வங்கதேசத்தில் 2018-ம் ஆண்டு நடந்த மோதலின் வீடியோ காட்சிகள் பரவி வருகிறது,Misleading
டெட்டால் பாட்டிலில் கொரோனா வைரஸ் என்று எழுதப்பட்டிருப்பதன் உண்மை இதுதான்,Misleading
பெரோஸ் காந்தி ஒரு முஸ்லிமா,Clickbait
சில உண்மைகளை வெளிப்படையாகச் சொன்னால் நான் கொல்லப்படுவேன் என்று பயப்படுகிறேன்' என்று முன்னாள் ஆர்பிஐ கவர்னர் உர்ஜித் படேல் சொன்னாரா,Misleading
6 ஆண்டுகளுக்கு முன்பு உச்சநீதிமன்றத்தால் தள்ளுபடி செய்யப்பட்ட போலி பாலியல் வன்கொடுமை வழக்கின் மூலம் ராகுல் காந்திக்கு எதிரான மோசமான விளம்பரம்,Clickbait
பிளாஸ்டிக்கிலிருந்து போலி முட்டைகளை உருவாக்கும் சீனர்கள் இந்த வீடியோவின் உண்மை இதுதான்,Clickbait
ராகுல் காந்தி இந்துக்களை அழிப்பதா,Misleading
தண்ணீர்முக்கம் பண்ட் புதிய பாலத்தின் கான்கிரீட் உடைந்து கம்பிகள் அம்பலமா,Misleading
நான்கரை ஆண்டுகளுக்கு முன்பு சமையல் காஸ் சிலிண்டர் விலை 34475 மட்டுமே,Clickbait
படத்தில் பிரதமர் மோடியுடன் திரிபுரா முதல்வர் பிப்லப் குமார் தேப் நிற்கிறாரா,Misleading
பாகிஸ்தானை குறிவைத்து இந்திய விமானப்படையின் 40 போர்க்கப்பல்கள் அரபிக்கடலில் நிறுத்தப்பட்டன,Clickbait
கூட்டுறவு வார நிகழ்ச்சியில் தொடக்க நிலையில் இருந்து கடைசி நிமிடத்தில் விகேபிரசாந்த் நீக்கப்பட்டார்,Clickbait
இப்தார் நிகழ்ச்சியில் கலந்து கொண்ட மோடிக்கு கிரிராஜ் சிங் கண்டனம் தெரிவித்துள்ள செய்தியின் உண்மை வேறு,Misleading
காணொளியில் காட்டப்பட்டுள்ள பயணிகளின் சாமான்கள் வளைகுடாவில் இருந்து வந்த வெளிநாட்டவர் மலையாளிகளுடையதா,Misleading
இந்த வீடியோவில் உள்ள வன்முறையை பாஜக செய்தது தொழிலாளர்கள் அல்லது திரிணாமுல் காங்கிரஸ்காரர்கள்,Clickbait
சிபிஎம் தலைவர் ஒருவர் நிவாரணப் பொருட்களை நிவாரண முகாமுக்கு கொண்டு செல்லும் படமா,Misleading
பிரதமர் காசிக்கு சென்றபோது உள்ளூர்வாசிகள் அடைக்கப்பட்டனர்,Clickbait
டெல்லி எம்பி மனோஜ் திவாரி தீபாவளியை பட்டாசு வெடித்து கொண்டாடிய பிறகு காற்று மாசுபாட்டிற்கு எதிர்ப்பு தெரிவித்தார்,Misleading
புல்வாமா தாக்குதல் போலி அழைப்பு பதிவு மூலம் போலியானது,Misleading
நட்சத்திரத்தை அம்மா என்று அழைக்கும் இந்த குழந்தைகளின் தாய் இத்தாலியில் கொரோனாவால் இறக்கவில்லை என்பதுதான் உண்மை,Clickbait
குஜராத்தில் 2200 படுக்கைகள் கொண்ட கோவிட் மருத்துவமனையை 6 நாட்களில் கட்டி சீனாவின் சாதனையை முறியடித்துள்ளது,Misleading
அசாம் சந்திக்கும் வெள்ளத்தின் படங்களா,Clickbait
உண்மைச் சரிபார்ப்பு டெல்லி அருகே நொய்டாவில் உள்ள குடியிருப்புகளை வங்கதேசத்தினர் தாக்கினார்களா,Misleading
முண்டக்கயாவில் நிபா வைரஸ் உறுதி செய்யப்பட்டுள்ளது,Misleading
பெட்ரோல் டீசல் விலை உயர்வால் பம்புகளில் எண்ணெய் விலையில் மாற்றம் ஏற்படாது,Clickbait
முஸ்லிம் லீகிற்கு எதிராக இஸ்ரீதரன் அறிக்கை விட்டாரா,Misleading
பீகாரில் நடந்த சம்பவத்தின் பழைய படத்தைப் பயன்படுத்தி ஃபேஸ்புக்கில் மலையாளி இளைஞருக்கு எதிராக தவறான பிரச்சாரம்,Clickbait
அமீர்கான் ஒரு கிலோ ஆட்டு மாவில் ரூ15000 மறைத்து ஏழைகளுக்கு விநியோகம் செய்கிறார் என்ற செய்தி நம்பும்படியாக இல்லை,Misleading
இந்த படம் மூணாறில் இருந்ததா,Clickbait
பாலத்தை கற்பழிப்பு வழக்கில் குற்றம் சாட்டப்பட்டவர்களுடன் கேஎம் ஷாஜியின் போலிப் படம் ஃபேஸ்புக்கில் வைரலானது,Misleading
சோனியா காந்தி வேண்டுமென்றே சங்கராச்சாரியாரை பொய் வழக்கில் சிக்க வைத்ததாக முன்னாள் குடியரசுத் தலைவர் பிரணாப் முகர்ஜி கூறியுள்ளாரே,Clickbait
பார்வோனின் படையின் எச்சங்கள் செங்கடலின் அடிப்பகுதியில் கிடைத்ததா,Misleading
தோழர் புஷ்பனின் மருத்துவச் செலவை இன்றும் கம்யூனிஸ்ட் கட்சியே ஏற்கிறது,Clickbait
கேரளாவில் பன்னிரெண்டு ரூபாய்க்கு பெட்ரோல் டீசல் விற்க தாமஸ் ஐசக் சம்மதிக்க மாட்டார்,Misleading
கண்ணூரில் உள்ள இரிட்டி பாலத்தின் படம் இது,Clickbait
திருவனந்தபுரத்தில் தோல்வி மணக்கிறதா சசி தரூர்,Misleading
சபரிமலை பெண்களை தரிசிக்க பாஜக 50 கோடி கொடுத்ததா திருப்தி தேசாய்,Misleading
சபரிமலை பெண்கள் நுழைவு மற்றும் சுத்திக்ரியா - உண்மை என்ன,Clickbait
இது இந்தியாவில் அறிமுகப்படுத்தப்பட்ட முதல் மின்சார பேருந்தின் படமா,Misleading
புதுப்பிக்கப்பட்ட குடியுரிமை ஆவணங்கள் இல்லாத இந்திய பாஸ்போர்ட்டுடன் வெளிநாட்டுப் பயணத்தை அனுமதிக்க வேண்டாம் என்று அரசாங்கம் முடிவு செய்திருக்கிறதா,Clickbait
உத்தரபிரதேசத்தில் ஜெய் ஸ்ரீராம் என்று கோஷமிடாத ஐரோப்பிய இளைஞர் மீது கத்திக்குத்து!,Clickbait
திமிங்கல சுறா உலகை அழிக்க முடியுமா,Humor
முஸ்லீம் பெண்ணை சங்பரிவார் தாக்கும் வீடியோ இதுதானா,Misleading
ஃபெரோஸ் காங்கிரஸ் மேடையில் பெண்களுக்கு எதிரான கருத்துக்களை தெரிவித்தாரா,Misleading
திருமலை கோவிலில் நடந்த சம்பவத்தில் பக்தரை போலீசார் அடிக்கும் வீடியோ,Misleading
குரோஷியாவில் ஏற்பட்ட நிலநடுக்கத்தின் புகைப்படங்கள் இத்தாலியில் கொரோனா தொற்று தொடர்பாக பரப்பப்படுகின்றன,Humor
பெண் வாக்காளர்கள் ஆலத்தூர் எம்பியின் பாதங்களை தொட்டு வணங்கினார்களா,Clickbait
வீடியோ காட்சிகள் பால்காரில் துறவிகளைக் கொன்றவர்களைக் கைது செய்வது பற்றியது அல்ல,Clickbait
சோனியா காந்தியின் சொத்து மதிப்பு எவ்வளவு,Clickbait
படத்தில் காணப்பட்ட ஜவானின் வீர மரணம் எப்போது வரையப்பட்டது,Clickbait
நாளை மாநிலம் முழுவதும் மின்வெட்டு ஏற்படும் என KSEB எச்சரித்துள்ளதா,Clickbait
பாஜக சிறுபான்மை மோர்ச்சாவின் தேசிய பொருளாளர் முகத்தில் பழைய வீடியோவை பயன்படுத்தி கரி பூசப்பட்டது பொய் பிரச்சாரம்!,Clickbait
ஸ்ரீசாந்த் பாஜகவில் இருந்து விலகி காங்கிரஸில் இணைந்ததாக போலிப் பிரச்சாரம்,Clickbait
கைபேசியின் வயரின் நுனியை வாயில் வைத்தபோது இந்த குழந்தை அதிர்ச்சியில் உயிரிழந்ததா,Misleading
காங்கிரஸ் எம்பிக்கள் போராட்டத்தில் ஈடுபட்டதற்காக மக்களவையில் இருந்து வெளியேற்றப்பட்டனர்,Misleading
வைட்டிலா மேம்பாலத்தின் வழியாக செல்லும் வாகனங்கள் மேல் மெட்ரோ பாலத்தில் மோதும் என்ற குற்றச்சாட்டு உண்மையா,Clickbait
வயநாட்டில் 'பேய்' வீடியோவின் உண்மை நிலை என்ன,Clickbait
கட்காரி கூறியதில் உள்ள உண்மை என்ன வீட்டைக் கவனிக்கத் தெரியாதவர் நாட்டை எப்படிப் பார்ப்பார்,Clickbait
விங் கமாண்டர் அபிநந்தன் வர்தமான் பாஜகவை வெளிப்படையாக ஆதரித்தாரா,Clickbait
"டிவி சேனலில் வந்த ""immer mehr tote in indien"" என்ற சொற்றொடரின் மொழிபெயர்ப்பு என்ன",Clickbait
நிவாரணம் என்றால் மக்களுக்கு துன்பம் அரசுக்கு நிவாரணம் என்று சீனிவாசன் சொன்னாரா,Misleading
ஒட்டகத்தை சித்திரவதை செய்ததற்காக ஓமன் நாட்டில் கைது செய்யப்பட்ட அதே மலையாளியா,Misleading
வட இந்திய தோழலினால் தொழுநோய் பயத்தில் கேரளா,Misleading
உபி முதல்வர் யோகியின் இந்த படம் உண்மையானதா,Clickbait
வெள்ளத்தில் இருந்து குழந்தையை பாதுகாப்பான இடத்திற்கு தாய் அழைத்துச் செல்லும் படம் அஸ்ஸாமில் உள்ளதா,Clickbait
இலங்கை இந்தியாவின் தடுப்பு முகாம் என பரப்பப்படும் காணொளி,Misleading
காவல்துறையின் இந்த எச்சரிக்கை உண்மையா,Misleading
இதில் அமினா ஷஹாரியா தீயில் சிக்கி உயிரிழந்தார்,Misleading
இதெல்லாம் அசாம் வெள்ளப் படங்களா,Clickbait
KSU அமைப்பினர் கல் வீசி தாக்கியதில் ஷாபி பரம் பகுதியில் எம்எல்ஏ காயமடைந்தார்,Misleading
வாக்கு கேட்டு வந்த எம்சுவராஜ் எம்எல்ஏ பக்தர்களால் கோவிலில் இருந்து இறக்கிவிடப்பட்டார்,Clickbait
மகாராஷ்டிர மாநிலம் சதாராவில் மின்னணு வாக்குப்பதிவு இயந்திரத்தில் முறைகேடு நடந்ததாக தேர்தல் ஆணையம் ஒப்புக்கொண்டதா,Misleading
இந்தியாவுக்கு பயந்து பாகிஸ்தான் தனது சொந்த விமானத்தை சுட்டு வீழ்த்தியது உண்மைதான்,Misleading
குடலை அடைத்த நூடுல்ஸை அறுவை சிகிச்சை மூலம் அகற்றும் வீடியோ இது,Clickbait
நாகாலாந்து மிசோரம் அசாம் மணிப்பூர் சிக்கிம் போன்ற மாநிலங்களுக்கு தனி அரசியலமைப்புச் சட்டம் உள்ளதா,Misleading
உத்தரபிரதேசத்தில் பசுவின் இறைச்சியை சாப்பிட்டதற்காக இளைஞர் ஒருவர் அடித்துக் கொல்லப்பட்டார்,Misleading
வீட்டில் மது தயாரித்தால் கலால் பிடிபடுமா,Clickbait
இந்தியாவில் பூட்டுதல் என்ற பெயரில் வங்கதேசத்தின் பழைய படங்கள் பரவி வருகின்றன,Misleading
இந்த கால்கள் எல்லையில் காக்கும் இந்திய ராணுவ வீரருக்கு சொந்தமானதா,Misleading
கொடியேரி பாலகிருஷ்ணனுக்கு எதிராக ரமேஷ் சென்னிதலா மறைமுகமாக கடுமையான மொழியில் பேசிய வாக்கியங்களா,Clickbait
கங்கை நதியை சுத்தப்படுத்த இந்தியாவுக்கு ஒரு இயந்திரத்தை பரிசாக அளித்தது இஸ்ரேல்,Misleading
கோட்டயம் ரயில் நிலையத்தில் கண்டெடுக்கப்பட்ட படத்தில் குழந்தை காணப்பட்டதா,Misleading
குடியுரிமை திருத்தச் சட்டம் தொடர்பாக பஞ்சாபின் பழைய வீடியோ ஒன்று தவறாக பரப்பப்படுகிறது,Clickbait
இந்த காணொளி முசாபர்நகரை சேர்ந்த மௌலானாவை போலீசார் அடிப்பது இல்லை இது தான் உண்மை,Misleading
திருச்சூர் குருவாயூரப்பன் கல்லூரியில் ஏபிவிபி வெற்றி பெற்ற செய்தியின் பின்னணியில் உள்ள உண்மை,Clickbait
இந்த வழக்கில் தேவசம் போர்டு சார்பில் வழக்குரைஞர் ஆர்யமா சுந்தர்மாய் உச்ச நீதிமன்றத்தில் வழக்கு தொடர்ந்தார்,Clickbait
இந்த தொலைபேசி எண் அடூர் கோபாலகிருஷ்ணனுடையது,Misleading
செவிலியர்களுக்கான குறைந்தபட்ச ஊதிய முறையை கேரள அரசு அமல்படுத்தவில்லையா,Clickbait
விஜய் மல்லையா இந்தியாவை விட்டு வெளியேறும் முன் பாஜகவுக்கு கொடுத்த செக் படம் உண்மையா,Clickbait
மகாராஷ்டிராவில் துறவிகள் படுகொலை செய்யப்பட்டதை வகுப்புவாதமாக சித்தரித்து சமூக ஊடகங்களில் தவறான தகவல் பரவியது,Misleading
இந்தப் படத்தில் காணப்படும் ராணுவ அதிகாரியின் தந்தை வீரா கார்கில் போரில் இறக்கவில்லை,Biased
உயிர் போன்ற பொம்மைகளை சீனா சந்தைக்கு கொண்டு வந்ததா,Misleading
பச்சன் மற்றும் அவரது குடும்பத்தினருக்கு ஓய்வூதியம் வழங்க உபி அரசு முடிவு செய்துள்ளதாக 2015ஆம் ஆண்டு வெளியான செய்தி தற்போது அப்படியே பரவி வருகிறது,Clickbait
சையது முனவர் அலி ஷிஹாப் அவர்கள் பாஜக துணைத் தலைவர் தங்கல் அப்துல்லா குட்டியைப் புகழ்ந்து முகநூல் பதிவை பகிர்ந்துள்ளாரா,Misleading
சபரிமலை பாதையில் தஞ்சம் அடைய வேண்டாம் என்று வனத்துறை கூறியதா,Biased
2013ல் சிபிஎம் கட்சிக்கு எதிரான மாவோயிஸ்ட் படுகொலையின் படங்கள் இவையா,Misleading
வங்காளத்தில் ஜெய் ஸ்ரீராம் என்று கட்டாயப்படுத்தப்பட்டதால் அந்த இளைஞன் பாஜக தொண்டர் ஒருவரை கொன்றாரா,Misleading
திரிணாமுல் காங்கிரஸ் எம்பி வீடியோவில் நடனமா,Clickbait
ஜாமியாவை சேர்ந்த முஸ்லிம் பெண் வேடமிட்ட இந்த இளைஞனை போலீசார் பிடித்தார்களா,Misleading
கடந்த ஹர்த்தால் நாளில் வாகன வசதி இல்லாததால் கர்ப்பிணி பெண்ணை பைக்கில் மருத்துவமனைக்கு கொண்டு செல்லும் படமா இது,Clickbait
வருமான வரித்துறை சோதனையில் டிகேசிவகுமார் வீட்டில் இந்த பணம் மீட்கப்பட்டதா,Clickbait
ராகுல் காந்தி பிறந்த போது லேபர் ரூமில் இருந்த மலையாளி செவிலியருக்கு எதிரான பிரச்சாரம் உண்மையா பொய்யா,Misleading
வீடியோவில் ரயில்வே பிளாட்பாரத்தில் குப்பைகளை சுத்தம் செய்பவர்கள் கும்பல்களா,Clickbait
தலச்சேரிகோட்டா பழசி அணையை வெடிகுண்டுகளுடன் அழிக்க வந்த பயங்கரவாதிகள் பிடிபட்டார்களா,Clickbait
சபரிமலை படம் 1610ல் எடுக்கப்பட்டது என்ற பிரச்சாரம் தவறானது கேமரா 1814ல் கண்டுபிடிக்கப்பட்டது,Misleading
டெல்லியில் பிரசாரம் செய்ய கவுதம் கம்பீர் 'டூப்ளிகேட்' பயன்படுத்தியாரா,Humor
இந்த படம் இந்தியாவில் ஊடுருவிய சட்டவிரோத வங்கதேச குடும்பம் அல்ல,Misleading
பொதுவெளியில் அத்வானி மீது மோடி கோபப்பட்டாரா,Clickbait
இது வாரணாசியில் இருந்து வரும் கச்சா டிரான்ஸ்பார்மர்,Clickbait
KSU தொண்டர்கள் தாக்கியதில் காங்கிரஸ் தலைவர் ஜோதிகுமார் சமகால காயமடைந்தார்,Clickbait
சங்பரிவார் பிச்சைக்காரர்கள் கிறிஸ்தவ பாதிரியாரை அடித்து தலையை துண்டித்து கொன்ற செய்தியின் உண்மை இதுதான்,Clickbait
உபியில் பாஜக போலி வாக்குகளைப் பெற முயற்சிக்கிறதா,Clickbait
ஜிடிபி குறித்து நரேந்திர மோடி டாக்டர் மன்மோகன் சிங்கிடம் ஆலோசனை கேட்கும் வீடியோவா இது,Clickbait
அனைத்து வகை தொழிலாளர்களுக்கும் குறைந்தபட்ச மாத சம்பளம் 10500,Clickbait
சிபிஎம் மாநிலக்குழு கூட்டத்தில் எம்எல்ஏ ஜேம்ஸ் மேத்யூ கோவிந்தன் மாஸ்டர் மீது குற்றச்சாட்டுகளை கூறியதாக வெளியான செய்தி உண்மையா,Clickbait
தராவீஹ்வை போலீசார் தடுத்து நிறுத்திய இந்த சம்பவம் இந்தியாவில் நடந்ததா,Misleading
அப்பல்லோ டயர் ஆலை மூடப்பட்டது என்ற செய்தியின் உண்மை,Misleading
இந்த படங்கள் ஆஸ்திரேலியாவில் ஏற்பட்ட காட்டுத்தீயுடன் தொடர்புடையதா,Clickbait
கேரளாவில் நிவாரண உதவியாக அரிசி விநியோகம் செய்யும் சேவாபாரதி ஊழியர்களின் படமா,Misleading
இது கேரள சட்டசபையில் நிறைவேற்றப்பட்ட தீர்மானம் குறித்து பாகிஸ்தான் சேனல் ஒன்றின் செய்தியின் கிளிப்,Clickbait
24 செய்தி சேனல் பிரதமரின் பொருளாதார பேக்கேஜை கண்டித்து ஒரு கதையின் போலி ஸ்கிரீன் ஷாட்டை பரப்பி வருகிறது,Misleading
திருவனந்தபுரம் பல்கலைக்கழகக் கல்லூரியில் ஏபிவிபியின் பிரிவு தொடங்க ஆர்எஸ்எஸ் தலைமை முடிவு செய்துள்ளதா,Clickbait
அமிதாப் பச்சன் யாருடைய சவப்பெட்டியை சுமந்து செல்கிறார்,Clickbait
பொதுப்பணித்துறை 40 கிலோ அரிசி மற்றும் இதர உணவுப் பொருட்களை இலவசமாக விநியோகம் செய்வதாகப் பரப்பப்படும் பிரச்சாரம் உண்மையா,Misleading
வொண்டர்லா தீம் பார்க்கில் நடந்த விபத்தில் 25 பேர் காயமடைந்தனர்,Misleading
இது ஆம் ஆத்மி கட்சி தலைவர்கள் ஒருவருக்கு ஒருவர் சண்டை போடும் வீடியோவா,Clickbait
டெல்லி முதல்வர் அரவிந்த் கெஜ்ரிவால் சிபிஎம் பற்றி இப்படி ஒரு கருத்தை தெரிவித்தாரா,Clickbait
இது ஷஹாலா அல்ல ஷஹானா பள்ளி முற்றத்தில் பாடிய ஷஹானா வைரலானார்,Clickbait
இந்தியாவில் உள்ள மருத்துவர்கள் குழுவின் இந்த செய்தி உண்மையா,Clickbait
வீடியோவில் காணப்படுவது சுனாமியை தடுக்க சென்ற கிறிஸ்தவ மத போதகர்,Clickbait
இந்த வீடியோவில் பாடியவர் அனுபமா முஹம்மது ரஃபியின் பேரன் அல்ல,Clickbait
இன்று நேபாளத்தில் ஆர்எஸ்எஸ் கிளை தொடங்க சென்ற எட்டு பேரை மக்கள் அடித்து உதைத்த செய்தி உண்மையா,Clickbait
இந்தப் படம் சித்திரவதை முகாம் அல்ல இது தான் உண்மை,Clickbait
இந்த உடல்கள் மாவோயிஸ்ட் தாக்குதலில் கொல்லப்பட்ட பாதுகாப்புப் படையினரின் உடல்கள் அல்ல,Clickbait
செப்டம்பர் 13 1893 அன்று சுவாமி விவேகானந்தர் சிகாகோ மாநாட்டில் பேசிய அரிய காணொளியா இது,Clickbait
துபாய் ஷேக்கின் குதிரை உண்மையில் போப்பை வணங்கியதா,Clickbait
காசர்கோடு சங்பரிவார் அமைப்பினர் முஸ்லிம் இளைஞர்களை பெயர் கேட்டு தாக்கினர்,Clickbait
தினமும் மாட்டு மூத்திரம் குடிப்பதால் என் அழகு கூடுகிறது என்று சாத்வி பிராச்சி கூறியுள்ளார்,Clickbait
இந்து மகாசபா தலைவர்கள் காந்தியின் கொலையை மீண்டும் நடிக்கும் பழைய வீடியோவை தவறாக சித்தரித்து பிரச்சாரம்,Clickbait
பாகிஸ்தானில் கைப்பற்றப்பட்ட ஆயுதங்களின் பழைய படம் ஜாமியா மில்லியாவின் பெயரில் தவறாக சித்தரிக்கப்படுகிறது,Misleading
இந்த படம் சோனியா காந்தியின் படம் அல்ல உண்மை என்னவென்று உங்களுக்கே தெரியும்,Clickbait
மாதா அமிர்தானந்தமயி மடத்தில் வெளிநாட்டினர் பதுங்கியிருப்பதாக சுகாதாரத்துறைக்கு தகவல் தெரிவிக்காமல் பொய் பிரசாரம்,Clickbait
இனி பாஸ்போர்ட்டில் குடியுரிமை எண் கட்டாயம் என்ற பிரச்சாரம் தவறானது,Clickbait
இந்த படம் இஸ்லாம் மதத்திற்கு மாறிய இத்தாலிய நாடாளுமன்ற உறுப்பினர் அல்ல உண்மை,Clickbait
இது அபிநந்தன் மற்றும் அவரது தந்தையின் படம் அல்ல,Misleading
சுவிஸ் வங்கியில் கருப்புப் பணம் வைத்திருப்பவர்களின் முதல் பட்டியலை விக்கிலீக்ஸ் வெளியிட்டதாக வெளியான செய்தி உண்மையா,Misleading
குளிர்பானங்களால் கொரோனா வைரஸ் பரவும் என்ற எச்சரிக்கை உண்மையா,Misleading
இந்திய ராணுவத்தின் எல்லைக்கு ஆர்ஏஎஸ்,Clickbait
தட்டுகளை சுத்தம் செய்யும் இந்த வீடியோ டெல்லி நிஜாமுதீன் மார்கஸ் அல்ல உண்மையை தெரிந்து கொள்ளுங்கள்,Clickbait
குழந்தைகளை கடத்தும் தமிழ் கும்பல் கேரளாவில் இருந்து பிடிபட்டதா,Misleading
தோஷிபா ஆனந்த் நிறுவனம் கேரளாவில் தனது செயல்பாடுகளை நிறுத்தியது ஏன்,Clickbait
வங்கதேசத்தில் உள்ள ரோஹிங்கியா முஸ்லிம்களின் படம் இந்தியாவின் பெயரில் பொய்யாக பரப்பப்படுகிறது,Misleading
விமான அணிவகுப்பு இந்திய ராணுவத்தினுடையது அல்ல,Clickbait
திருவல்லாவில் சிறுமியை தீ வைத்து எரித்த வழக்கில் குற்றம் சாட்டப்பட்டவர் DYFI தொழிலாளியா,Biased
பாஜக மூத்த தலைவர் முரளி மனோகர் ஜோஷி காங்கிரசுக்கு வாக்களிக்க முடிவு செய்துள்ளாரா,Biased
பெட்ரோல் பம்புகளில் தெரியாத இலவச சேவைகள்,Misleading
பஞ்சாப் மாநிலம் பக்வாராவில் பிடிபட்ட 'முன்-ஏற்றப்பட்ட' EVM இயந்திரங்களின் வீடியோ உண்மையா,Clickbait
ராஜஸ்தான் மாநிலம் கங்காபூரில் மசூதியை இடிக்க வந்த ஆர்எஸ்எஸ்காரர்களை உள்ளூர்வாசிகள் கையாளும் வீடியோவா இது,Misleading
மத்திய அமைச்சராக பதவியேற்ற விமுரளிதரன் சபரிமலை பெண்கள் நுழைவு விவகாரத்தில் பாதகமான நிலைப்பாட்டை எடுத்தாரா,Misleading
